spl_id,Main ingredient,Ingredients
016b6571-8d96-0aba-e063-6394a90abc73,ACONITUM NAPELLUS,"ACONITUM NAPELLUS, AMANITA MUSCARIA FRUITING BODY, AMERICAN GINSENG, BACILLUS ANTHRACIS IMMUNOSERUM RABBIT, BAPTISIA TINCTORIA ROOT, BRYONIA ALBA ROOT, BUFO BUFO CUTANEOUS GLAND, CALCIUM SULFIDE, CHELIDONIUM MAJUS, ECHINACEA, UNSPECIFIED, EUPATORIUM PERFOLIATUM FLOWERING TOP, INFLUENZA A VIRUS, INFLUENZA B VIRUS, LACHESIS MUTA VENOM, LYCOPODIUM CLAVATUM SPORE, RANCID BEEF, SANGUINARIA CANADENSIS ROOT, STRYCHNOS NUX-VOMICA SEED, SULFUR, THUJA OCCIDENTALIS LEAFY TWIG, TOXICODENDRON PUBESCENS LEAF"
0c79cb67-2f85-46b2-e063-6294a90aa1f2,ACONITUM NAPELLUS ROOT,"ACONITUM NAPELLUS ROOT, ARSENIC TRIOXIDE, BAPTISIA TINCTORIA ROOT, BRYONIA ALBA ROOT, ECHINACEA ANGUSTIFOLIA WHOLE, EUPATORIUM PERFOLIATUM WHOLE, GELSEMIUM SEMPERVIRENS WHOLE, GLYCYRRHIZA GLABRA, HYDRASTIS CANADENSIS WHOLE, TOXICODENDRON PUBESCENS LEAF"
091c41fb-e8ea-1233-e063-6294a90acebd,ACONITUM NAPELLUS WHOLE,"ACONITUM NAPELLUS WHOLE, ARNICA MONTANA WHOLE, GELSEMIUM SEMPERVIRENS ROOT, MATRICARIA CHAMOMILLA, PHOSPHORIC ACID, PULSATILLA VULGARIS WHOLE, STRYCHNOS NUX-VOMICA SEED"
05182654-5b51-c78a-e063-6394a90abfab,ACORUS CALAMUS ROOT,"ACORUS CALAMUS ROOT, BERBERIS VULGARIS ROOT BARK, C12-17 ALKANE, CAMPHOR (NATURAL), LARIX DECIDUA RESIN, SOLIDAGO VIRGAUREA FLOWERING TOP"
170d5072-5072-b569-e063-6394a90a9741,ACRYLATES CROSSPOLYMER-6,ACRYLATES CROSSPOLYMER-6
07f29685-f1ee-8222-e063-6294a90a2680,ACTIVATED CHARCOAL,"ACTIVATED CHARCOAL, ASAFETIDA, BISMUTH SUBNITRATE, BRYONIA ALBA ROOT, LYCOPODIUM CLAVATUM SPORE, SODIUM CARBONATE, STRYCHNOS NUX-VOMICA SEED, VERATRUM ALBUM ROOT"
0514f788-1b07-9239-e063-6294a90a8ac2,ACYCLOVIR,ACYCLOVIR
3c08c8ad-c14a-4e3b-a001-5d6e5267fcd2,ADAGRASIB,ADAGRASIB
eea2b345-c0af-4b6e-b564-79fbd43595e8,ADALIMUMAB,ADALIMUMAB
0682cce6-d302-c1b7-e063-6294a90ae92f,ADAPALENE,ADAPALENE
e6a48b04-984e-0f61-e27b-f563236f00d9,ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL
05957b63-ef61-4c95-b683-7bb697ae2a89,ADENINE,"ADENINE, ANHYDROUS CITRIC ACID, DEXTROSE MONOHYDRATE, SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE, TRISODIUM CITRATE DIHYDRATE"
0030108d-9c2e-d304-e063-6394a90a5ce5,ADENOSINE,"ADENOSINE, NIACINAMIDE"
74134059-2926-4fc6-bdcf-ced1474cbfbd,ADENOSINE CYCLIC PHOSPHATE,"ADENOSINE CYCLIC PHOSPHATE, APIOLE (PARSLEY), LEVODOPA, MELATONIN, PETROSELINUM CRISPUM WHOLE, SUS SCROFA PINEAL GLAND, SUS SCROFA THALAMUS LATERAL GENICULATE NUCLEUS, VISCUM ALBUM FRUITING TOP"
215a5d1e-1b25-44bc-8f29-b606c7342526,ADENOSINE TRIPHOSPHATE,"ADENOSINE TRIPHOSPHATE, AVENA SATIVA FLOWERING TOP, BERBERIS AQUIFOLIUM ROOT BARK, BETA VULGARIS, CHELIDONIUM MAJUS, ELEUTHEROCOCCUS SENTICOSUS WHOLE, EQUISETUM HYEMALE, GLYCYRRHIZA GLABRA, HORDEUM VULGARE WHOLE, HYDROGEN, HYPERICUM PERFORATUM, IRIS VERSICOLOR ROOT, MILK THISTLE, OXYGEN, PEUMUS BOLDUS LEAF, ROSMARINUS OFFICINALIS FLOWERING TOP, SILICON DIOXIDE, SODIUM CHLORIDE, TARAXACUM OFFICINALE, ULMUS RUBRA BARK, ZANTHOXYLUM AMERICANUM BARK"
1563fd0a-84b1-4b12-9eb3-79bcfc411061,ADENOSINE TRIPHOSPHATE DISODIUM,"ADENOSINE TRIPHOSPHATE DISODIUM, ASCORBIC ACID, ASPARAGINE MONOHYDRATE, EGG, FERROUS IODIDE, OYSTER SHELL CALCIUM CARBONATE, CRUDE, PHENYLALANINE, PROTEUS MORGANII, QUERCETIN, SUS SCROFA ILEUM, SUS SCROFA JEJUNUM, SUS SCROFA STOMACH, TETRACYCLINE"
c73082d2-60ff-4cbf-e053-2a95a90a8f9b,ADIANTUM CAPILLUS-VENERIS LEAF,"ADIANTUM CAPILLUS-VENERIS LEAF, COPPER, DROSERA ROTUNDIFOLIA FLOWERING TOP, GLYCYRRHIZA GLABRA, GRINDELIA HIRSUTULA FLOWERING TOP, INULA HELENIUM ROOT, POTENTILLA ERECTA ROOT, SILVER, TUSSILAGO FARFARA WHOLE"
2c4b0533-1f4a-43ee-a2cd-e068ad6dd9cd,AESCULUS CARNEA FLOWER,"AESCULUS CARNEA FLOWER, AESCULUS HIPPOCASTANUM FLOWER, AGRIMONIA EUPATORIA FLOWER, BROMUS RAMOSUS FLOWER, CALLUNA VULGARIS FLOWERING TOP, CARPINUS BETULUS FLOWER, CASTANEA SATIVA FLOWER, CENTAURIUM ERYTHRAEA, CERATOSTIGMA WILLMOTTIANUM FLOWER, CICHORIUM INTYBUS FLOWER, CLEMATIS VITALBA FLOWER, FAGUS SYLVATICA FLOWERING TOP, GENTIANELLA AMARELLA FLOWER, HELIANTHEMUM NUMMULARIUM FLOWER, ILEX AQUIFOLIUM FLOWERING TOP, IMPATIENS GLANDULIFERA FLOWER, LARIX DECIDUA FLOWERING TOP, LONICERA CAPRIFOLIUM FLOWER, MALUS SYLVESTRIS FLOWER, MIMULUS GUTTATUS FLOWERING TOP, OLEA EUROPAEA FLOWER, ORNITHOGALUM UMBELLATUM, PINUS SYLVESTRIS FLOWERING TOP, POPULUS TREMULA FLOWERING TOP, PRUNUS CERASIFERA FLOWER, QUERCUS ROBUR FLOWER, ROSA CANINA FLOWER, SALIX ALBA FLOWERING TOP, SCLERANTHUS ANNUUS FLOWERING TOP, SINAPIS ARVENSIS FLOWERING/FRUITING TOP, ULEX EUROPAEUS FLOWER, ULMUS PROCERA FLOWERING TWIG, VERBENA OFFICINALIS FLOWERING TOP, VITIS VINIFERA FLOWERING TOP, WATER"
0873e52c-3e77-e9bb-e063-6394a90a7c79,AESCULUS CHINENSIS WHOLE,"AESCULUS CHINENSIS WHOLE, ARNICA CORDIFOLIA WHOLE"
13fce272-f5d4-fa65-e063-6294a90ad044,AESCULUS HIPPOCASTANUM BARK,"AESCULUS HIPPOCASTANUM BARK, ANDROGRAPHIS PANICULATA WHOLE, CEANOTHUS AMERICANUS WHOLE, CHELIDONIUM MAJUS WHOLE, CHIONANTHUS VIRGINICUS WHOLE, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, MILK THISTLE"
08da90b8-c059-42c0-9cf3-2414a4f894f6,AESCULUS HIPPOCASTANUM FLOWER,AESCULUS HIPPOCASTANUM FLOWER
91998650-6631-4908-aeba-93743def92b9,AETHUSA CYNAPIUM,"AETHUSA CYNAPIUM, ANEMONE PULSATILLA, ARSENIC TRIOXIDE, CITRULLUS COLOCYNTHIS FRUIT PULP, DELPHINIUM STAPHISAGRIA SEED, IRON, LYCOPODIUM CLAVATUM SPORE, MATRICARIA RECUTITA, MERCURIUS SOLUBILIS, OYSTER SHELL CALCIUM CARBONATE, CRUDE, PHOSPHORUS, PODOPHYLLUM, SULFUR"
1a585e27-8d33-cb06-e063-6294a90a5640,AGAVE TEQUILANA LEAF,"AGAVE TEQUILANA LEAF, CENTELLA ASIATICA ROOT, CHRYSANTHELLUM INDICUM FLOWER, HAMAMELIS VIRGINIANA TOP WATER, JOJOBA OIL, MEADOWFOAM SEED OIL, MENTHA ARVENSIS FLOWER OIL, ROSMARINUS OFFICINALIS FLOWER, SACCHARUM OFFICINARUM WHOLE"
e032d4d3-7360-16bf-e053-2995a90ac94e,AGRIMONIA EUPATORIA,"AGRIMONIA EUPATORIA, ANEMONE PULSATILLA, BELLIS PERENNIS, BOS TAURUS ADRENAL GLAND, CAMPHOR (NATURAL), CANIS LUPUS FAMILIARIS MILK, EQUISETUM HYEMALE, FORMICA RUFA, FRAXINUS AMERICANA BARK, HISTAMINE DIHYDROCHLORIDE, IODINE, MATRICARIA CHAMOMILLA, POTASSIUM DICHROMATE, SALIX NIGRA BARK, SODIUM CHLORIDE, TOBACCO LEAF"
05d3c01a-8f93-460b-e063-6294a90ace4f,AGRIMONIA EUPATORIA FLOWER,"AGRIMONIA EUPATORIA FLOWER, ANTIMONY TRISULFIDE, BOS TAURUS HYPOTHALAMUS, CASTANEA SATIVA FLOWER, CORTICOTROPIN, CORTISONE ACETATE, DELPHINIUM STAPHISAGRIA SEED, EPINEPHRINE, FUCUS VESICULOSUS, NERIUM OLEANDER LEAF, OYSTER SHELL CALCIUM CARBONATE, CRUDE, POTASSIUM DICHROMATE, SCHOENOCAULON OFFICINALE SEED, SEMECARPUS ANACARDIUM JUICE, SUS SCROFA PITUITARY GLAND, POSTERIOR, THYROID, UNSPECIFIED"
40dcda18-2921-4ad6-b623-69cf1bd7211e,AILANTHUS ALTISSIMA FLOWERING TWIG,"AILANTHUS ALTISSIMA FLOWERING TWIG, ARSENIC TRIOXIDE, CALCIUM SULFIDE, DAPHNE MEZEREUM BARK, ECHINACEA ANGUSTIFOLIA WHOLE, HERRING SPERM DNA, HUMAN HERPESVIRUS 1, HUMAN HERPESVIRUS 2, HUMAN HERPESVIRUS 3, LACHESIS MUTA VENOM, MERCURIUS SOLUBILIS, PHYTOLACCA AMERICANA ROOT"
78ed18a7-da36-4ead-be28-92693f46c272,AILANTHUS ALTISSIMA WHOLE,"AILANTHUS ALTISSIMA WHOLE, EUPHRASIA STRICTA, GRATIOLA OFFICINALIS WHOLE, JUGLANS REGIA WHOLE, OKOUBAKA AUBREVILLEI BARK, SMILAX ORNATA ROOT, TARAXACUM OFFICINALE WHOLE"
08028cba-3e4c-c188-e063-6294a90a6c7a,AIR,AIR
2da2a777-2835-429d-b73a-31b8e0bde571,ALBENDAZOLE,ALBENDAZOLE
7ce4eaeb-75b9-4a97-ac4c-88c7584fad40,ALBUMIN HUMAN,ALBUMIN HUMAN
04c7c0a8-7981-9c59-e063-6294a90a67dc,ALBUTEROL SULFATE,ALBUTEROL SULFATE
3dec5ba5-65c8-46c3-b73d-b081a20899bd,ALCAFTADINE,ALCAFTADINE
a4d9be9d-b58c-4a92-a971-5751801cfa20,ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE
013d22cd-1088-8cf9-e063-6294a90ab860,ALCOHOL,ALCOHOL
ed8137f8-9931-234c-e053-2a95a90a5769,ALDESLEUKIN,ALDESLEUKIN
057e28ba-6cad-4ec4-a6ae-566cac094c78,ALENDRONATE SODIUM,ALENDRONATE SODIUM
0d9ba1fe-019d-4c6a-e063-6294a90a641a,ALETRIS FARINOSA ROOT,"ALETRIS FARINOSA ROOT, FENNEL SEED, SALIX NIGRA BARK, WOOD TAR HYDROCARBON DISTILLATE, WYETHIA HELENIOIDES ROOT"
188cd9a0-f851-4fa2-e063-6394a90aa0f3,ALFALFA,"ALFALFA, AVENA SATIVA WHOLE, CALCIUM PHOSPHATE, CINCHONA BARK, DIBASIC POTASSIUM PHOSPHATE, FERRIC CITRATE ANHYDROUS, FERROUS PHOSPHATE, HYDRASTIS CANADENSIS WHOLE, MAGNESIUM PHOSPHATE, DIBASIC, PHOSPHORIC ACID, SODIUM PHOSPHATE"
f32ea2e9-80d3-4fac-b323-644904342a14,ALFENTANIL HYDROCHLORIDE,ALFENTANIL HYDROCHLORIDE
074f85b2-57bf-4455-e063-6294a90a0cbc,ALFUZOSIN HYDROCHLORIDE,ALFUZOSIN HYDROCHLORIDE
00edbc64-9d33-5751-e063-6294a90a400b,ALLANTOIN,ALLANTOIN
00b26226-4f3f-e9c4-e063-6294a90a7c1e,ALLOPURINOL,ALLOPURINOL
35f241ea-eeb8-41b3-9596-be40eb9af06d,ALLOPURINOL SODIUM,ALLOPURINOL SODIUM
09a60d62-a47a-0f02-e063-6294a90a6d39,ALLYLTHIOUREA,ALLYLTHIOUREA
1a58413e-8267-7bd9-e063-6394a90acbc4,ALMOND OIL,"ALMOND OIL, BERGAMOT OIL, CITRUS PARADISI FRUIT OIL, JOJOBA OIL, OLIVE OIL"
02f37e55-72fc-532b-e063-6394a90ab0c3,ALOE,ALOE
1a58655d-a0b2-221a-e063-6294a90a8ec4,ALOE ANDONGENSIS LEAF,"ALOE ANDONGENSIS LEAF, CARRAGEENAN, HAMAMELIS VIRGINIANA BARK, SENNA SEPTEMTRIONALIS BARK"
103ede95-f77e-12dc-e063-6394a90a99d4,ALOE ARBORESCENS LEAF,"ALOE ARBORESCENS LEAF, BIOTIN, GREEN TEA LEAF, JOJOBA OIL, SERENOA REPENS WHOLE"
12f20aba-f98c-bd82-e063-6294a90a4aac,ALOE PERRYI LEAF,"ALOE PERRYI LEAF, ARGININE, HYDROLYZED ORYZANOL"
071c5449-2097-b0c4-e063-6294a90a1fc7,ALOE VERA LEAF,ALOE VERA LEAF
16c6efdb-877a-e8c6-e063-6394a90a4bd4,ALOE VERA LEAF POLYSACCHARIDES,"ALOE VERA LEAF POLYSACCHARIDES, FLAX SEED, LACTOBACILLUS ACIDOPHILUS, LICORICE, PSYLLIUM HUSK, SENNA LEAF"
15593dc4-6a91-c92c-e063-6394a90a8d1b,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE
a5fc6490-f739-41d2-a638-3aa8916d380c,ALPHA LIPOIC ACID,"ALPHA LIPOIC ACID, ANTIMONY TRISULFIDE, CHROMIC SULFATE PENTADECAHYDRATE, CYSTEINE, FUCUS VESICULOSUS, GAMBOGE, GRAPHITE, NIACINAMIDE, SEMECARPUS ANACARDIUM JUICE"
1733cbcc-7796-d45e-e063-6394a90a7319,ALPHA-ARBUTIN,ALPHA-ARBUTIN
0221ed96-545d-7ceb-e063-6394a90a528a,ALPRAZOLAM,ALPRAZOLAM
d44a97a1-1a62-0e54-e053-2995a90a20a0,ALTERNARIA ALTERNATA,"ALTERNARIA ALTERNATA, ASPERGILLUS FUMIGATUS, ASPERGILLUS NIGER VAR. NIGER, AUREOBASIDIUM PULLULANS VAR. PULLUTANS, BOLETUS SATANAS FRUITING BODY, BOTRYTIS CINEREA, CANDIDA ALBICANS, COCHLIOBOLUS SATIVUS, FUSARIUM OXYSPORUM, GELSEMIUM SEMPERVIRENS ROOT, HISTAMINE DIHYDROCHLORIDE, PASSALORA FULVA, POTASSIUM CHLORIDE, POTASSIUM DICHROMATE, RHIZOPUS STOLONIFER, SCHOENOCAULON OFFICINALE SEED, USTILAGO MAYDIS"
e3cd4f1f-3364-4066-83b6-e82207565d72,ALTHAEA OFFICINALIS ROOT,"ALTHAEA OFFICINALIS ROOT, ANGELICA ARCHANGELICA ROOT, INULA HELENIUM ROOT, PINE NEEDLE OIL (PINUS SYLVESTRIS), SILICON DIOXIDE, SODIUM CHLORIDE, URTICA DIOICA WHOLE"
c731175a-04a5-5d25-e053-2995a90a6082,ALUMINUM,"ALUMINUM, EQUISETUM ARVENSE TOP, MARSDENIA CONDURANGO BARK, MATRICARIA RECUTITA, PEUMUS BOLDUS LEAF, TIN, VIOLA TRICOLOR"
082c6441-be48-4466-e063-6394a90ad500,ALUMINUM ACETATE,ALUMINUM ACETATE
89e517ed-e285-487b-9a64-1fe30ab0d0fa,ALUMINUM CHLORIDE,ALUMINUM CHLORIDE
037193b9-6eee-6840-e063-6394a90ac9ca,ALUMINUM CHLOROHYDRATE,ALUMINUM CHLOROHYDRATE
002ce4f0-e919-6409-e063-6394a90a99ed,ALUMINUM FLUORIDE,ALUMINUM FLUORIDE
00d85a52-ea6f-3ae1-e063-6394a90a1902,ALUMINUM HYDROXIDE,"ALUMINUM HYDROXIDE, DIMETHICONE, MAGNESIUM HYDROXIDE"
00304cae-efb3-dafb-e063-6294a90a6579,ALUMINUM NITRATE,ALUMINUM NITRATE
09069632-9851-c1ad-e063-6294a90aa320,ALUMINUM OXIDE,"ALUMINUM OXIDE, CALCIUM SILICATE, FERROSOFERRIC PHOSPHATE, IRON, MAGNESIUM CHLORIDE, PHOSPHORUS, SILICON DIOXIDE, SODIUM NITRATE, ZINC"
003ea3bc-9e9b-00ab-e063-6394a90aac24,ALUMINUM PHOSPHATE,ALUMINUM PHOSPHATE
0024658a-0b43-790f-e063-6294a90aefe8,ALUMINUM SESQUICHLOROHYDRATE,ALUMINUM SESQUICHLOROHYDRATE
0050fc1d-0cdf-9e78-e063-6394a90afa14,ALUMINUM SULFATE,ALUMINUM SULFATE
065c53a2-3605-24d4-e063-6394a90a0e5d,ALUMINUM SULFATE TETRADECAHYDRATE,"ALUMINUM SULFATE TETRADECAHYDRATE, CALCIUM ACETATE MONOHYDRATE"
01e0cb6a-e3a9-9a5d-e063-6394a90acca6,ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY
0034fbaf-129b-bb29-e063-6394a90a6d0a,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY
0f158653-b374-a49b-e063-6294a90aca96,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY
10e39c07-08ec-c1b0-e063-6394a90aff82,ALVIMOPAN,ALVIMOPAN
0f3b3cc9-f694-8167-e063-6394a90a9cf8,AMANITA MUSCARIA FRUITING BODY,"AMANITA MUSCARIA FRUITING BODY, ASPLENIUM SCOLOPENDRIUM TOP, DRYOPTERIS FILIX-MAS ROOT, OSTREA EDULIS SHELL, PTERIDIUM AQUILINUM WHOLE, SILVER"
0051cc5e-802d-22b0-e063-6294a90a6b4f,AMANITA PANTHERINA FRUITING BODY,AMANITA PANTHERINA FRUITING BODY
12894d87-0c1f-831b-e063-6294a90af11d,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE
6b10ffbe-3602-523f-e053-2a91aa0a2516,AMBER,"AMBER, CUPRIC SULFATE, PHOSPHORUS, ROSMARINUS OFFICINALIS FLOWERING TOP, SILICON DIOXIDE, SILVER, SUS SCROFA PANCREAS"
102cfa38-98f9-fec1-e063-6294a90ab82d,AMBERGRIS,"AMBERGRIS, ANAMIRTA COCCULUS WHOLE, CONIUM MACULATUM ROOT, LIQUID PETROLEUM"
0c6a8398-6d21-40fd-a789-e7b22966f1a2,AMBRISENTAN,AMBRISENTAN
0423d7c4-f5f6-4968-8014-f5d02d9dd0b2,AMBROSIA ARTEMISIIFOLIA,"AMBROSIA ARTEMISIIFOLIA, APIS MELLIFERA, ARSENIC TRIOXIDE, EUPHRASIA STRICTA, ONION, PHOSPHORUS, PULSATILLA VULGARIS WHOLE, SOLIDAGO VIRGAUREA FLOWERING TOP, STRYCHNOS NUX-VOMICA SEED, SULFUR"
21dcef59-8042-ec6f-e063-6394a90a2c01,AMBROSIA ARTEMISIIFOLIA POLLEN,AMBROSIA ARTEMISIIFOLIA POLLEN
3d3455a0-af15-443f-9828-58ad03602727,AMBROSIA ARTEMISIIFOLIA WHOLE,"AMBROSIA ARTEMISIIFOLIA WHOLE, APIS MELLIFERA, ARNICA MONTANA, EUPHRASIA STRICTA, GALPHIMIA GLAUCA FLOWERING TOP, GRAPHITE, HISTAMINE DIHYDROCHLORIDE, ONION, PINE TAR, PULSATILLA VULGARIS WHOLE, SCHOENOCAULON OFFICINALE SEED, SULFUR, SULFURIC ACID, TELLURIUM, THUJA OCCIDENTALIS LEAFY TWIG"
10e1559d-13ef-473b-b6be-42a86059b728,AMERICAN GINSENG,"AMERICAN GINSENG, ARSENIC TRIIODIDE, AVENA SATIVA FLOWERING TOP, LYCOPODIUM CLAVATUM SPORE, PHOSPHORIC ACID, PHOSPHORUS, STRYCHNOS IGNATII SEED, STRYCHNOS NUX-VOMICA SEED, SUS SCROFA ADRENAL GLAND, ZINC"
36fb925f-8beb-4691-9136-500772c736fa,AMIKACIN SULFATE,AMIKACIN SULFATE
84adc61b-3ed3-452d-a1b8-d062869b263d,AMILORIDE HYDROCHLORIDE ANHYDROUS,AMILORIDE HYDROCHLORIDE ANHYDROUS
07a411a9-b2ca-66e4-e063-6394a90a3e17,AMINO ACIDS,"AMINO ACIDS, BARLEY MALT"
1a5865b6-2c21-981c-e063-6394a90a84d0,"AMINO ACIDS, CORN GLUTEN","AMINO ACIDS, CORN GLUTEN, FOSFRUCTOSE, PAEONIA ANOMALA ROOT, SELENICEREUS GRANDIFLORUS FLOWER"
1a5889db-0896-64ef-e063-6394a90ab48f,"AMINO ACIDS, RICE","AMINO ACIDS, RICE, COCAMIDOPROPYL BETAINE, LAURAMIDOPROPYL BETAINE, ORYZA SATIVA WHOLE"
19cbcad7-a24c-86a5-e063-6294a90af4ee,"AMINO ACIDS, SILK","AMINO ACIDS, SILK, ARNICA MONTANA FLOWER WATER, CENTELLA ASIATICA WHOLE, CODIUM TOMENTOSUM, HYDROLYZED SERICIN (ENZYMATIC, 2500 MW), LEONTOPODIUM ALPINUM FLOWER, PORTULACA OLERACEA LEAF, SELENICEREUS GRANDIFLORUS FLOWER"
15ead1a0-414f-b1a4-e063-6294a90ad6fc,AMINOCAPROIC ACID,AMINOCAPROIC ACID
0b384ccf-385d-fcf1-e063-6294a90ae53a,AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE
082b5545-da03-0306-e063-6394a90a14fe,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
2306e5dc-8308-0b88-e063-6394a90abbc2,AMIVANTAMAB,AMIVANTAMAB
0c57925a-78ed-21c6-e063-6294a90aa88d,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE
00653070-bf0a-78d9-e063-6394a90a0bcf,AMMONIA,AMMONIA
00537772-4bd0-36ee-e063-6294a90a3d66,AMMONIUM BROMIDE,AMMONIUM BROMIDE
0053de7d-eeef-5489-e063-6294a90a0514,AMMONIUM CARBONATE,AMMONIUM CARBONATE
0067f67a-daec-4b77-e063-6394a90ac331,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE
1493cdef-f408-ff8e-e063-6394a90a2ea5,AMMONIUM LACTATE,AMMONIUM LACTATE
0ea26fe5-c013-f13b-e063-6294a90adf8a,AMMONIUM LAURYL SULFATE,"AMMONIUM LAURYL SULFATE, PYRITHIONE ZINC"
00682d09-bf61-7d6f-e063-6294a90a866b,"AMMONIUM PHOSPHATE, DIBASIC","AMMONIUM PHOSPHATE, DIBASIC"
007a08e3-eee1-4915-e063-6394a90a55de,AMOXICILLIN,AMOXICILLIN
00fbb464-2fa5-4be2-b904-9b357fbf90d1,AMPHETAMINE ASPARTATE MONOHYDRATE,"AMPHETAMINE ASPARTATE MONOHYDRATE, AMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, DEXTROAMPHETAMINE SULFATE"
39839d7b-5a2f-415b-843d-6d67d27a95e4,AMPHETAMINE SULFATE,AMPHETAMINE SULFATE
12a24a2b-3c11-640a-e063-6294a90a4b6c,AMPICILLIN SODIUM,AMPICILLIN SODIUM
69724e61-a4f4-4497-b8f1-b77fb40a2200,AMPICILLIN TRIHYDRATE,AMPICILLIN TRIHYDRATE
13f30f60-5158-6bab-e063-6294a90a6212,AMYL NITRITE,AMYL NITRITE
01e66d3c-0a9b-0871-e063-6394a90ae891,ANACARDIUM OCCIDENTALE FRUIT,ANACARDIUM OCCIDENTALE FRUIT
ed11f0cb-f2b5-732a-e053-2a95a90a6c45,ANAEROCOCCUS TETRADIUS,"ANAEROCOCCUS TETRADIUS, INFLUENZA A VIRUS, INFLUENZA B VIRUS, KLEBSIELLA PNEUMONIAE, MORAXELLA CATARRHALIS SUBSP. CATARRHALIS"
0d9b6838-98ac-0f20-e063-6394a90a8caf,ANAGALLIS ARVENSIS,"ANAGALLIS ARVENSIS, ANHYDROUS CITRIC ACID, AQUA REGIA, ARSENIC TRIIODIDE, CALCIUM LACTATE, CHAMAEMELUM NOBILE, COPPER, DELPHINIUM STAPHISAGRIA SEED, EPINEPHRINE, FRAXINUS AMERICANA BARK, HEXAPLEX TRUNCULUS HYPOBRANCHIAL GLAND JUICE, LACTIC ACID, PETROSELINUM CRISPUM, PICRIC ACID, POTASSIUM CARBONATE, SALICYLIC ACID, SALIX NIGRA BARK, STRYCHNOS IGNATII SEED, URANYL NITRATE HEXAHYDRATE"
01fa3e6c-b834-73c0-e063-6394a90ad949,ANAGALLIS ARVENSIS WHOLE,ANAGALLIS ARVENSIS WHOLE
08f61dea-b023-87b1-e063-6294a90ac835,ANAMIRTA COCCULUS SEED,"ANAMIRTA COCCULUS SEED, ARNICA MONTANA, GELSEMIUM SEMPERVIRENS ROOT, POTASSIUM PHOSPHATE, DIBASIC, SILVER NITRATE, STRYCHNOS NUX-VOMICA WHOLE"
44b218c1-de39-4783-9aae-35680ad388e5,ANAS PLATYRHYNCHOS FEATHER,"ANAS PLATYRHYNCHOS FEATHER, ANEMONE PULSATILLA, ANSER ANSER FEATHER, ARSENIC TRIOXIDE, BLATTA ORIENTALIS, BOS TAURUS HAIR, BOS TAURUS SKIN, CANIS LUPUS FAMILIARIS HAIR, CANIS LUPUS FAMILIARIS SKIN, CAVIA PORCELLUS HAIR, CAVIA PORCELLUS SKIN, EQUUS CABALLUS DANDER, EQUUS CABALLUS HAIR, FELIS CATUS HAIR, GALLUS GALLUS FEATHER, MELEAGRIS GALLOPAVO FEATHER, MESOCRICETUS AURATUS HAIR, MESOCRICETUS AURATUS SKIN, MUS MUSCULUS HAIR, MUS MUSCULUS SKIN, ORYCTOLAGUS CUNICULUS HAIR, ORYCTOLAGUS CUNICULUS SKIN, OVIS ARIES WHOLE, PHOSPHORUS, STRYCHNOS NUX-VOMICA SEED, SULFUR, SUS SCROFA HAIR, SUS SCROFA SKIN"
0aa6a01b-e78f-9e72-e063-6294a90a5bc0,ANASTROZOLE,ANASTROZOLE
75e0ab17-326c-517f-e053-2a91aa0affc1,ANEMONE PATENS,ANEMONE PATENS
dd83ce09-8eb1-4217-a39b-bf7782cfabed,ANEMONE PRATENSIS,"ANEMONE PRATENSIS, ARSENIC TRIOXIDE, ONION, STRYCHNOS NUX-VOMICA SEED"
140a19fd-51d7-c90b-e063-6394a90a1745,ANEMONE PULSATILLA,"ANEMONE PULSATILLA, ARSENIC TRIOXIDE, ATROPA BELLADONNA, BRYONIA ALBA ROOT, CALCIUM SULFIDE, CAMPHOR (NATURAL), CANIS LUPUS FAMILIARIS MILK, DROSERA ANGLICA, ECHINACEA, UNSPECIFIED, GOLDENSEAL, HELIANTHEMUM CANADENSE, HISTAMINE DIHYDROCHLORIDE, IODINE, LOBARIA PULMONARIA, PHOSPHORUS, POTASSIUM DICHROMATE, POTASSIUM IODIDE, SCHOENOCAULON OFFICINALE SEED, SILICON DIOXIDE, STRYCHNOS IGNATII SEED, STRYCHNOS NUX-VOMICA SEED, SULFUR, TEUCRIUM MARUM, VERBASCUM THAPSUS"
