spl_id,Main ingredient,Ingredients
6b2445e3-31a5-2c8d-e053-2a91aa0a3504,BETULA PUBESCENS BARK,"BETULA PUBESCENS BARK, BETULA PUBESCENS LEAF, BOS TAURUS ARTERY, CLAVICEPS PURPUREA SCLEROTIUM, LEAD SULFIDE, TOBACCO LEAF"
e0f6ac81-a155-dcc1-e053-2995a90a18e1,BETULA PUBESCENS FLOWER BUD,"BETULA PUBESCENS FLOWER BUD, JUNIPERUS COMMUNIS STEM"
11156d95-bd9a-4d3c-bff3-371869ea13e8,BEVACIZUMAB,BEVACIZUMAB
1a3b96b0-10b5-9bb1-e063-6294a90ab279,BEXAGLIFLOZIN,BEXAGLIFLOZIN
10e21544-f181-4cf8-9824-df0f49d19511,BICALUTAMIDE,BICALUTAMIDE
a3c4a0eb-71e8-4b35-9706-240874b78ee0,BICTEGRAVIR SODIUM,"BICTEGRAVIR SODIUM, EMTRICITABINE, TENOFOVIR ALAFENAMIDE FUMARATE"
11e63896-99a9-36a8-e063-6294a90a2301,BIFENTHRIN,"BIFENTHRIN, BOS TAURUS BRAIN, BOS TAURUS CEREBELLUM, BOS TAURUS NERVE, BOS TAURUS PINEAL GLAND, FRANKINCENSE, GOLD, MYRRH, SUS SCROFA EAR, SUS SCROFA THALAMUS"
0040bfe1-1a0d-efbb-e063-6294a90a908c,BIFIDOBACTERIUM LONGUM,"BIFIDOBACTERIUM LONGUM, GLYCYRRHIZINATE DIPOTASSIUM, SALICYLIC ACID, SALIX ALBA BARK"
147e1501-382d-e443-e063-6294a90ac5a8,BIMATOPROST,BIMATOPROST
0bfd1ae2-db0a-9408-e063-6394a90ad758,BIOTIN,BIOTIN
14dd7d34-ab5a-38cf-e063-6394a90a24b6,BIOTINOYL TRIPEPTIDE-1,BIOTINOYL TRIPEPTIDE-1
03b3733a-4d79-149f-e063-6294a90a6518,BISACODYL,BISACODYL
1639b073-f5ce-ddb2-e063-6294a90a4419,BISMUTH,BISMUTH
031fb012-702e-0b02-e063-6394a90a0394,BISMUTH SUBSALICYLATE,BISMUTH SUBSALICYLATE
19f64b8e-784c-ef18-e063-6394a90ace68,BISOCTRIZOLE,BISOCTRIZOLE
084308e4-3b8b-40d6-acbf-d775772a8a73,BISOPROLOL FUMARATE,BISOPROLOL FUMARATE
13163bf5-e3c1-324e-e063-6394a90a2a32,BIVALIRUDIN,BIVALIRUDIN
028c1b1d-4f5f-4c24-b313-98a13a9a2188,BLACK COHOSH,"BLACK COHOSH, CHAMAELIRIUM LUTEUM ROOT, CHASTE TREE FRUIT, CINCHONA OFFICINALIS BARK, CINNAMON, CONVALLARIA MAJALIS, CYCLAMEN PURPURASCENS TUBER, DELPHINIUM STAPHISAGRIA SEED, GOLDENSEAL, HEXAPLEX TRUNCULUS HYPOBRANCHIAL GLAND JUICE, LILIUM LANCIFOLIUM WHOLE FLOWERING, MATRICARIA CHAMOMILLA WHOLE, MENTHA X PIPERITA WHOLE, NAJA NAJA VENOM, RHODODENDRON TOMENTOSUM LEAFY TWIG, SAFFRON, SENNA LEAF, VALERIAN, VIOLA ODORATA WHOLE"
07e166ad-2970-cf66-e063-6394a90a08d9,BLACK MUSTARD SEED,BLACK MUSTARD SEED
1859a102-9152-018d-e063-6394a90a925f,BLACK PEPPER,"BLACK PEPPER, GARLIC, LEVOMEFOLATE CALCIUM, NIACINAMIDE, TURMERIC"
0c0490ee-23f3-1cdb-e063-6394a90a8185,BLATTA ORIENTALIS,BLATTA ORIENTALIS
0c29b233-33a5-2355-e063-6294a90aa2d0,BOMBYX MORI FIBER,"BOMBYX MORI FIBER, HOUTTUYNINE, HYDROGENATED JOJOBA OIL, PEPTIDE-T"
05386230-9cf7-bedd-e063-6294a90ada71,BORNEOL,BORNEOL
02e47dfc-ae18-d0e4-e063-6294a90a69a9,BORON,BORON
0c4eaa04-b344-eb58-e063-6394a90a99b9,BORTEZOMIB,BORTEZOMIB
056bf303-e833-ed7f-e063-6294a90a2b7d,BOS TAURUS ADRENAL GLAND,"BOS TAURUS ADRENAL GLAND, BOS TAURUS PITUITARY GLAND, THYROID, UNSPECIFIED"
e06f2a32-0ec9-6bd1-e053-2a95a90a0a7f,BOS TAURUS BILE,"BOS TAURUS BILE, HELLEBORUS NIGER WHOLE, MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE"
6b394a7a-b4fe-48e1-e053-2991aa0ac763,BOS TAURUS BONE,BOS TAURUS BONE
06e81c98-d6db-d54a-e063-6394a90a04e0,BOS TAURUS BRAIN,BOS TAURUS BRAIN
0b3b5ca7-2094-2c5d-e063-6394a90a8ffb,BOS TAURUS BRAINSTEM,"BOS TAURUS BRAINSTEM, WHEAT"
115e71d5-82c7-ec4e-e063-6394a90a8014,BOS TAURUS EYE,"BOS TAURUS EYE, CLAVICEPS PURPUREA SCLEROTIUM, LARIX DECIDUA RESIN, LEAD SULFIDE"
12daa20c-5a20-a7d3-e063-6394a90ad329,BOS TAURUS GALLBLADDER,"BOS TAURUS GALLBLADDER, CHELIDONIUM MAJUS, CICHORIUM INTYBUS WHOLE, CITRULLUS COLOCYNTHIS FRUIT, IRON"
1329f690-c263-7d03-e063-6294a90afbe5,BOS TAURUS NASAL MUCOSA,"BOS TAURUS NASAL MUCOSA, DICHROMATE ION, SILVER, VIROLA SEBIFERA RESIN"
05f59510-8570-6889-e063-6294a90ac147,BOS TAURUS OVARY,"BOS TAURUS OVARY, CALENDULA OFFICINALIS FLOWERING TOP, SILVER, SLOE"
e0cfd90b-e094-28f1-e053-2995a90ae66b,BOS TAURUS PANCREAS,"BOS TAURUS PANCREAS, CITRULLUS COLOCYNTHIS FRUIT PULP, IRIS VERSICOLOR WHOLE, LYCOPODIUM CLAVATUM WHOLE, MOMORDICA BALSAMINA WHOLE, PHOSPHORUS"
6dd368fd-6873-ce38-e053-2a91aa0a301a,BOS TAURUS PINEAL GLAND,"BOS TAURUS PINEAL GLAND, HONEY, LEAD"
6de4f853-bed0-1120-e053-2991aa0a9c3b,BOS TAURUS PITUITARY GLAND,"BOS TAURUS PITUITARY GLAND, TIN"
0ec3faa1-b4d4-b3f6-e063-6394a90a2490,BOS TAURUS PLACENTA,"BOS TAURUS PLACENTA, CALENDULA OFFICINALIS FLOWERING TOP, CUPRIC ACETATE, ECHINACEA, UNSPECIFIED, LARIX DECIDUA RESIN, SILVER, SUS SCROFA SKIN, SUS SCROFA UMBILICAL CORD, VISCUM ALBUM FRUITING TOP"
06fab6b8-3166-5a1c-e063-6394a90a696a,BOS TAURUS PROSTATE GLAND,BOS TAURUS PROSTATE GLAND
72cf9a3c-efd1-4bc8-be9a-896b4d332667,BOSENTAN,BOSENTAN
7f7323c9-a2c0-49f8-915f-439fd59cfe5a,BOTULINUM TOXIN TYPE A,BOTULINUM TOXIN TYPE A
046cf609-69fd-47b9-9e48-dd2ceec3be64,BRIGATINIB,BRIGATINIB
094755f0-b19a-62e3-e063-6294a90aa90f,BRIMONIDINE TARTRATE,"BRIMONIDINE TARTRATE, TIMOLOL MALEATE"
2f140fb3-5828-484b-b006-529b7f31c036,BRINCIDOFOVIR,BRINCIDOFOVIR
29931be7-bb70-454f-98b7-22b009750b2c,BRODALUMAB,BRODALUMAB
08a05c09-5f0e-dca3-e063-6294a90a1bc1,BROMFENAC SODIUM,BROMFENAC SODIUM
fcaf4b62-a6de-4ffc-ac2b-1cc275efc130,BROMOCRIPTINE MESYLATE,BROMOCRIPTINE MESYLATE
075d5bfb-bb2e-9971-e063-6294a90a2e5b,BROMPHENIRAMINE MALEATE,"BROMPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, PSEUDOEPHEDRINE HYDROCHLORIDE"
01db75f0-7f65-4883-920f-ea01f607424f,BRYONIA ALBA ROOT,"BRYONIA ALBA ROOT, CITRULLUS COLOCYNTHIS FRUIT PULP, MATRICARIA CHAMOMILLA, SEPIA OFFICINALIS JUICE, STRYCHNOS NUX-VOMICA SEED"
005a7a28-1bb7-13cf-bf60-baefc96e0927,BUDESONIDE,BUDESONIDE
1e1a78a4-3bf9-4926-b855-d014a6488f2d,BUMETANIDE,BUMETANIDE
1c5d9dbb-0d16-6893-e063-6394a90ad989,BUPIVACAINE,BUPIVACAINE
0f952dd8-92a8-2eb0-e063-6394a90a8c35,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
077f75c7-fa20-9098-e063-6294a90a6700,BUPRENORPHINE,BUPRENORPHINE
1408dc6b-3318-5c93-e063-6394a90a7915,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE
0415ff20-8844-8aab-e063-6294a90aaf75,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE
318f67b2-4862-49eb-802f-7ecf14def8bf,BUROSUMAB,BUROSUMAB
02628a0c-bfdb-4a58-8e48-bcd8ca12d53b,BUSPIRONE HYDROCHLORIDE,BUSPIRONE HYDROCHLORIDE
06883ac0-4b2a-4f26-89bf-512d37b9ba7f,BUSULFAN,BUSULFAN
1c5cf3ec-29be-c22b-e063-6394a90adf95,BUTENAFINE HYDROCHLORIDE,BUTENAFINE HYDROCHLORIDE
3953738b-1476-4a24-9e07-a7d3866d76a8,BUTOCONAZOLE NITRATE,BUTOCONAZOLE NITRATE
1aa99647-3b33-065a-e063-6394a90a9fa1,BUTYLENE GLYCOL,"BUTYLENE GLYCOL, MINOXIDIL, PROPYLENE GLYCOL"
1a093f64-277c-0b28-e063-6294a90a2f93,BUTYROSPERMUM PARKII (SHEA) BUTTER UNSAPONIFIABLES,"BUTYROSPERMUM PARKII (SHEA) BUTTER UNSAPONIFIABLES, MATRICARIA CHAMOMILLA"
7e58d660-4903-5cab-e053-2a91aa0ac70f,CADMIUM SULFATE,"CADMIUM SULFATE, GRAPHITE, PHOSPHORIC ACID, SELENIUM, SILICON DIOXIDE, THALLIUM, USTILAGO MAYDIS"
163aef1f-24b7-9d0c-e063-6394a90a98de,CADMIUM SULFIDE,CADMIUM SULFIDE
0388b2f3-05a5-efdd-e063-6294a90a49c6,CAFFEINE,"CAFFEINE, CHOLINE SALICYLATE"
1e8c90e7-feb4-741e-e063-6294a90ad6cf,CAIRINA MOSCHATA HEART/LIVER AUTOLYSATE,CAIRINA MOSCHATA HEART/LIVER AUTOLYSATE
163a595a-669f-4393-e063-6294a90aea0d,CAJUPUT OIL,CAJUPUT OIL
77f3edbd-9ec3-471d-aded-502f05a55d20,CALCIPOTRIENE,CALCIPOTRIENE
9fa7505b-ab1b-4e31-aa2b-6b80cb8c4640,CALCITRIOL,CALCITRIOL
11df5787-913d-1c19-e063-6294a90a5ded,CALCIUM,CALCIUM
20816a35-ca8c-45fe-b785-1ca9f6abcc51,CALCIUM ACETATE,CALCIUM ACETATE
17f48d4f-907d-3829-e063-6394a90ab202,CALCIUM BICARBONATE,"CALCIUM BICARBONATE, SODIUM CHLORIDE"
021e1a7f-8e78-4879-b101-0ddf74e2f1b7,CALCIUM CARBONATE,CALCIUM CARBONATE
04795632-0048-4046-827d-28a334a0e998,CALCIUM CHLORIDE,CALCIUM CHLORIDE
21b7a39d-8d50-3f46-e063-6394a90a6404,CALCIUM CITRATE,"CALCIUM CITRATE, CHOLECALCIFEROL, MAGNESIUM CITRATE, ZINC CITRATE"
018125f2-ad4c-b38a-e063-6294a90a7f6e,CALCIUM FLUORIDE,"CALCIUM FLUORIDE, FERRIC CHLORIDE HEXAHYDRATE, FERROSOFERRIC PHOSPHATE, MAGNESIUM CHLORIDE, MAGNESIUM SULFATE HEPTAHYDRATE, PHOSPHORUS, SILICON DIOXIDE, SODIUM NITRATE, SULFUR, TITANIUM, ZINC"
0deed071-d89d-420e-b4b4-797dce0ad8f0,CALCIUM GLUCONATE MONOHYDRATE,CALCIUM GLUCONATE MONOHYDRATE
f382fc1f-d3b7-7fa7-e053-2995a90a0eab,CALCIUM HEXAFLUOROSILICATE,"CALCIUM HEXAFLUOROSILICATE, CALCIUM IODIDE, CALCIUM SULFIDE, FERROUS IODIDE, FUCUS VESICULOSUS, ORYCTOLAGUS CUNICULUS ADRENAL GLAND, ORYCTOLAGUS CUNICULUS PITUITARY GLAND, ORYCTOLAGUS CUNICULUS SPLEEN, ORYCTOLAGUS CUNICULUS THYMUS, ORYCTOLAGUS CUNICULUS THYROID, OYSTER SHELL CALCIUM CARBONATE, CRUDE, POTASSIUM IODIDE, SPONGIA OFFICINALIS SKELETON, ROASTED"
ef4134e5-99a9-4f8b-e053-2a95a90ac88f,CALCIUM PHOSPHATE,CALCIUM PHOSPHATE
0a8abb63-d312-2f26-e063-6294a90a7896,"CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS","CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS"
21b6eb46-4e9c-41b5-9dab-5c6b0cf4f00f,CALCIUM POLYCARBOPHIL,CALCIUM POLYCARBOPHIL
1a0ec52a-a690-9ad2-e063-6294a90ad7fc,CALCIUM SULFATE ANHYDROUS,CALCIUM SULFATE ANHYDROUS
19cec258-a8f0-a974-e063-6394a90a5eaa,CALCIUM SULFIDE,CALCIUM SULFIDE
0eb2c553-cad9-7045-e063-6294a90ab7bd,CALENDULA OFFICINALIS FLOWER,"CALENDULA OFFICINALIS FLOWER, SAMBUCUS NIGRA FLOWER, THUJA OCCIDENTALIS LEAF"
0a5ba8c4-d5dd-a8af-e063-6394a90a90d3,CALENDULA OFFICINALIS FLOWERING TOP,CALENDULA OFFICINALIS FLOWERING TOP
01921c63-299d-0fdb-e063-6294a90af407,CALENDULA OFFICINALIS WHOLE,"CALENDULA OFFICINALIS WHOLE, MELALEUCA CAJUPUTI WHOLE"
05438719-05c6-5a91-e063-6294a90aae5d,CAMPHOR (NATURAL),CAMPHOR (NATURAL)
002997d0-3177-3918-e063-6294a90a4408,CAMPHOR (SYNTHETIC),"CAMPHOR (SYNTHETIC), MENTHOL"
12652c98-e2a9-21fc-e063-6394a90a94cb,CAMPHOR OIL,"CAMPHOR OIL, MENTHOL, METHYL SALICYLATE"
10d0a0b6-47b1-6d00-e063-6294a90a9e84,"CAMPHOR, (-)-","CAMPHOR, (-)-, MENTHOL"
d45e319c-0317-7f13-e053-2a95a90af67e,"CAMPHORIC ACID, (+)-","CAMPHORIC ACID, (+)-"
15601528-680d-0017-e063-6394a90a4c40,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL
5cd2fd2a-5c70-421e-bba1-d2cfe180cbd9,CANDIDA ALBICANS,CANDIDA ALBICANS
2e423525-e444-42ff-9157-f5535e05380a,CANDIDA PARAPSILOSIS,CANDIDA PARAPSILOSIS
0d7f16c2-cd83-b640-e063-6394a90aa53e,CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP,"CANNABIS SATIVA SUBSP. SATIVA FLOWERING TOP, LEVOMENTHOL"
08ed8ab8-92e0-ff1e-e063-6294a90add12,CAPECITABINE,CAPECITABINE
197ec06b-0269-c8b3-e063-6394a90ab429,CAPRYLIC/CAPRIC ACID,CAPRYLIC/CAPRIC ACID
144e8787-8c88-faf8-e063-6394a90a3bb7,CAPRYLIC/CAPRIC/LAURIC TRIGLYCERIDE,"CAPRYLIC/CAPRIC/LAURIC TRIGLYCERIDE, GLYCERIN, SQUALANE"
01cbd8f0-e599-7416-e063-6294a90a8147,CAPSAICIN,CAPSAICIN
071c8881-34f3-704f-e063-6394a90aba6e,CAPSICUM,CAPSICUM
0ea90fd4-0da6-4ad2-ab83-6cfbe0ae515e,CAPTOPRIL,"CAPTOPRIL, HYDROCHLOROTHIAZIDE"
13b61b0d-cbcc-7e61-e063-6294a90ad626,CARBAMAZEPINE,CARBAMAZEPINE
0c7fd25e-6acd-1a54-e063-6294a90af27d,CARBAMIDE PEROXIDE,CARBAMIDE PEROXIDE
0e0d2dec-f824-807f-e063-6394a90ad142,CARBIDOPA,"CARBIDOPA, LEVODOPA"
0e84f4a5-7637-6b55-e063-6294a90a4d55,CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE
0cf3bc88-3e83-84fe-e063-6294a90a085e,CARBON DIOXIDE,CARBON DIOXIDE
0c019d2f-d32f-8978-e063-6294a90a9cf6,CARBOXYMETHYLCELLULOSE SODIUM,CARBOXYMETHYLCELLULOSE SODIUM
10ce9375-fac4-089c-e063-6394a90ae550,"CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM","CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM"
16b45d96-2e18-4476-abe0-845de23773c5,CARDIOSPERMUM GRANDIFLORUM WHOLE,"CARDIOSPERMUM GRANDIFLORUM WHOLE, CURCUMA LONGA WHOLE"
27481679-bdb1-47b5-8b95-0994640ac42d,CARDIOSPERMUM HALICACABUM FLOWERING TOP,"CARDIOSPERMUM HALICACABUM FLOWERING TOP, GALPHIMIA GLAUCA FLOWERING TOP, LUFFA OPERCULATA FRUIT"
7238020c-dcef-42ca-947b-6162e1488608,CARGLUMIC ACID,CARGLUMIC ACID
12503134-d661-11bd-e063-6394a90a4f03,CARISOPRODOL,CARISOPRODOL
ab51915e-e5eb-48b2-af59-22d533b719ca,CARPINUS BETULUS FLOWER,CARPINUS BETULUS FLOWER
0567a880-5289-22e4-e063-6394a90a27f3,CARPINUS CAROLINIANA WHOLE,CARPINUS CAROLINIANA WHOLE
08b56b76-cc9a-f182-e063-6294a90acbba,CARVEDILOL,CARVEDILOL
d03bd95a-f9f1-4f4a-9ea5-bc972ad55761,CARVEDILOL PHOSPHATE,CARVEDILOL PHOSPHATE
3a261cef-2cc8-457f-977b-56c21d865caf,CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE
004d1dc2-47c2-84d1-e063-6394a90a2471,CASTOR OIL,CASTOR OIL
1a0b8835-12d0-c51b-e063-6294a90a693a,CAUSTICUM,CAUSTICUM
e0cfdec7-78f8-ad59-e053-2a95a90afea8,CEANOTHUS AMERICANUS LEAF,"CEANOTHUS AMERICANUS LEAF, CINCHONA OFFICINALIS BARK, FERRIC CHLORIDE HEXAHYDRATE, LACHESIS MUTA WHOLE, LYCOPODIUM CLAVATUM WHOLE, SODIUM CHLORIDE, SUS SCROFA SPLEEN, URTICA URENS"
61ec00e0-d37d-4aa4-8f50-031ee7a37ecc,CEFACLOR,CEFACLOR
16f40c49-83be-29c3-e063-6394a90a791f,CEFADROXIL,CEFADROXIL
0c841753-3bec-fb8a-e063-6294a90a0d2b,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM
198b901f-2148-bba8-e063-6394a90a6b76,CEFDINIR,CEFDINIR
0d1212c9-604f-4999-8f7d-e7cf300705ef,CEFDINIR MONOHYDRATE,CEFDINIR MONOHYDRATE
dcfcbe55-750e-4f29-9ebe-fbf25d4083cd,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE
141b12c3-31de-4ca7-ac89-d864975846ab,CEFIXIME,CEFIXIME
f8f9eaa3-357f-4a73-b4f1-4b53794d3662,CEFPROZIL,CEFPROZIL
6b34b5ad-001f-4c39-8415-a223eb692b46,CEFTAZIDIME,CEFTAZIDIME
38ef79d7-afdd-4d32-b27b-974b7aa265e8,CEFTRIAXONE SODIUM,CEFTRIAXONE SODIUM
165e0286-8087-41a5-861e-2776adc42fc4,CEFUROXIME AXETIL,CEFUROXIME AXETIL
6874a295-7ec7-4822-9d04-4dd9932b4546,CEFUROXIME SODIUM,CEFUROXIME SODIUM
0c174732-7878-4e1c-bbe5-63c6c1002930,CELECOXIB,CELECOXIB
19d33f1a-a085-1209-e063-6294a90a8aa0,CENTAUREA CYANUS FLOWER,"CENTAUREA CYANUS FLOWER, JOJOBA OIL, MATRICARIA CHAMOMILLA FLOWERING TOP OIL, SUNFLOWER SEED"
130d4162-cf1a-11c9-e063-6394a90afcf4,CENTELLA ASIATICA,"CENTELLA ASIATICA, CHAMOMILE"
12e1f461-04a8-e259-e063-6294a90a5bb2,CENTELLA ASIATICA LEAF,CENTELLA ASIATICA LEAF
198084ba-8b2e-b620-e063-6394a90af599,CENTELLA ASIATICA TRITERPENOIDS,"CENTELLA ASIATICA TRITERPENOIDS, HYDROLYSED BOVINE COLLAGEN (ENZYMATIC, 2000-5000 MW), MELALEUCA ALTERNIFOLIA LEAF, PEPPERMINT OIL, STYPHNOLOBIUM JAPONICUM FLOWER BUD"
19cbb3c7-c061-598e-e063-6294a90aee7c,CENTELLA ASIATICA WHOLE,"CENTELLA ASIATICA WHOLE, CHRYSANTHELLUM INDICUM FLOWER OIL, ROSEMARY OIL, SOPHORA FLAVESCENS ROOT, SUGARCANE"
048a0048-d6ed-4fd6-8d1f-6a69bde980d8,CEPHALEXIN,CEPHALEXIN
15bb434f-493c-94fd-e063-6294a90ac0d0,CERAMIDE 1,"CERAMIDE 1, CERAMIDE 3, CERAMIDE 6 II, HOMOSALATE, NIACINAMIDE, OCTOCRYLENE, TITANIUM DIOXIDE, ZINC OXIDE"
1865a38c-37fc-9d9a-e063-6394a90a7bd4,CERAMIDE 3,"CERAMIDE 3, CERAMIDE 6 II, HOMOSALATE, OCTOCRYLENE, TITANIUM DIOXIDE, ZINC OXIDE"
1ae6c49a-3862-29b3-e063-6394a90aa323,CERAMIDE NP,"CERAMIDE NP, OCTOCRYLENE, TOCOPHEROL"
03c0a599-0718-10ef-e063-6394a90a9698,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE
013d6133-cf6f-9c15-e063-6294a90a53e7,CETYLPYRIDINIUM CHLORIDE,"CETYLPYRIDINIUM CHLORIDE, MENTHOL, METHYL SALICYLATE"
10e26216-a6d9-ab89-e063-6294a90a298c,CEVIMELINE HYDROCHLORIDE,CEVIMELINE HYDROCHLORIDE
25975778-438f-499f-9f7d-ee6697c6a18f,CHAMAELIRIUM LUTEUM ROOT,"CHAMAELIRIUM LUTEUM ROOT, CYCLAMEN PURPURASCENS TUBER, DATURA STRAMONIUM FLOWERING TOP, DELPHINIUM STAPHISAGRIA SEED, HYPERICUM PERFORATUM WHOLE, POTASSIUM CARBONATE, VIBURNUM OPULUS BARK, ZANTHOXYLUM AMERICANUM BARK"
bb73432d-af7c-1506-e053-2a95a90a3def,CHAMOMILE,"CHAMOMILE, MERCURIUS SOLUBILIS, SULFUR"
1982df9c-759d-f031-e063-6294a90a2664,CHASTE TREE,CHASTE TREE
07fbeef7-4198-65ee-e063-6394a90a5882,CHELIDONIUM MAJUS,"CHELIDONIUM MAJUS, HUMAN ADRENAL GLAND, MENTHOL, UNSPECIFIED FORM"
0d98c946-5ebe-3043-e063-6294a90a9a28,CHINESE YAM,"CHINESE YAM, FRANKINCENSE, GOLD, MYRRH"
01589ee6-d8df-4b45-8b57-e04baf7f667c,CHIONANTHUS VIRGINICUS ROOT BARK,"CHIONANTHUS VIRGINICUS ROOT BARK, CHROMIUM, CHROMIUM PICOLINATE, CINNAMON, FENUGREEK SEED, GYMNEMA SYLVESTRE LEAF, HERRING SPERM DNA, HEXAPLEX TRUNCULUS HYPOBRANCHIAL GLAND JUICE, INSULIN HUMAN, LYCOPODIUM CLAVATUM SPORE, PHOSPHORIC ACID, PHOSPHORUS, PORK LIVER, RHUS AROMATICA ROOT BARK, SILVER NITRATE, SULFUR, SUS SCROFA PANCREAS, SYZYGIUM CUMINI SEED, URANYL NITRATE HEXAHYDRATE, VANADIUM, ZINC"
0d911a60-b06b-5874-e063-6394a90a56b8,CHITOSAN MEDIUM MOLECULAR WEIGHT (200-400 MPA.S),CHITOSAN MEDIUM MOLECULAR WEIGHT (200-400 MPA.S)
03207e46-c44f-7b8e-e063-6294a90a5739,CHLOPHEDIANOL HYDROCHLORIDE,"CHLOPHEDIANOL HYDROCHLORIDE, PYRILAMINE MALEATE"
0fda7521-a452-4bac-953d-7d464d75ca22,CHLORDIAZEPOXIDE HYDROCHLORIDE,"CHLORDIAZEPOXIDE HYDROCHLORIDE, CLIDINIUM BROMIDE"
1816d8e0-a3e6-2486-e063-6294a90ad147,CHLORHEXIDINE,"CHLORHEXIDINE, SALICYLIC ACID"
028bfd58-f398-55b3-e063-6294a90abfef,CHLORHEXIDINE ACETATE,"CHLORHEXIDINE ACETATE, SALICYLIC ACID"
08b60f82-01dc-3451-e063-6294a90a2bdc,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE
0a341d0e-791b-85dd-e063-6294a90a42cb,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
8ea1e7fe-7bb3-42b3-9a24-5ea2f2c09715,CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM
03376605-1ca8-91b4-e063-6394a90aa98d,CHLOROXYLENOL,CHLOROXYLENOL
07d8af16-8368-8939-e063-6294a90a8471,CHLORPHENIRAMINE MALEATE,"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE"
07a658a8-3c8d-41f7-a4fc-69b19f52ab3e,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
05ca5354-63c2-0308-e063-6294a90a0d4d,CHLORTHALIDONE,CHLORTHALIDONE
0a8ee5fa-f393-4568-81bd-269f9a4cecd6,CHLORZOXAZONE,CHLORZOXAZONE
1853e5fe-9b30-0f09-e063-6394a90a979b,CHOLECALCIFEROL,"CHOLECALCIFEROL, MAGNESIUM MG-28, PYRIDOXINE"
00990dec-7618-4cc8-9387-48c2cea8df1c,CHOLESTYRAMINE,CHOLESTYRAMINE
0b27559c-883b-b387-e063-6394a90a0a74,CHOLINE SALICYLATE,"CHOLINE SALICYLATE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE"
d2beb390-9a0c-0dfb-e053-2995a90ad31d,CHONDRODENDRON TOMENTOSUM ROOT,"CHONDRODENDRON TOMENTOSUM ROOT, LYCOPODIUM CLAVATUM SPORE, SAW PALMETTO"
2ab60950-553c-45c4-830a-03b60d9d7768,CHROMIUM,"CHROMIUM, COPPER, FOLIC ACID, NIACINAMIDE, SELENIUM, ZINC"
141c337c-bcd5-fd7e-e063-6294a90a1dc7,CHRYSOPOGON ZIZANIOIDES ROOT,CHRYSOPOGON ZIZANIOIDES ROOT
fa248cfa-08c9-43a3-8289-a28e5447cb1d,CICLESONIDE,CICLESONIDE
35caab7d-7077-4610-937a-8b593875d0b7,CICLOPIROX,CICLOPIROX
b2f59056-96e5-49f9-8f56-522d0970f121,CICLOPIROX OLAMINE,CICLOPIROX OLAMINE
fb64108d-9be7-4eef-9395-74c782e3a3c0,CILASTATIN SODIUM,"CILASTATIN SODIUM, IMIPENEM"
1547a408-12a9-fadd-e063-6394a90a4ce0,CILOSTAZOL,CILOSTAZOL
0337689b-c5d5-d881-e063-6394a90aaec9,CIMETIDINE,CIMETIDINE
0cf259a0-eb33-412c-84c4-0d12cabc596f,CIMEX LECTULARIUS,"CIMEX LECTULARIUS, CITHARACANTHUS SPINICRUS, FORMICA RUFA, HYPERICUM PERFORATUM WHOLE, LACHESIS MUTA VENOM, LATRODECTUS MACTANS, LEDUM PALUSTRE TWIG, LOXOSCELES RECLUSA, LYCOPUS VIRGINICUS, LYCOSA TARANTULA, PULEX IRRITANS, THERIDION CURASSAVICUM, VESPA CRABRO"
41b403d3-1dbf-4860-a652-bbf57fcad25d,CINACALCET HYDROCHLORIDE,CINACALCET HYDROCHLORIDE
19faf7c3-9196-e602-e063-6394a90aefa9,CINCHONA OFFICINALIS BARK,CINCHONA OFFICINALIS BARK
05c51725-5fe3-e091-e063-6294a90a1f82,CINNAMON,CINNAMON
043e4beb-5dc1-2fdb-e063-6294a90afded,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE
8f1a3fab-146e-42a1-840d-2ee3ac5c8c33,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE
